Date,Y Value Percent Change,Percent Change,SMA Percent Change,STD 20 Day Percent Change,EMA 20 Percent Change,Bollinger Upper Percent Change,Bollinger Lower Percent Change,Volatility Percent Change
2021-09-03 00:00:00-04:00,-4.51735615786971,1.104728236853734,0.5441756570505185,3.735957103904207,0.6191897446593567,0.7277066582555516,0.3367954707736166,-0.7693754699696106
2021-09-07 00:00:00-04:00,0.6616257088846882,0.08830022075055188,0.5623818525519838,2.6255930772440417,0.5659106070289599,0.6833851102768564,0.42529936078414116,-0.9726303276074183
2021-09-08 00:00:00-04:00,2.2632794457274827,-1.7070979335130279,0.5265137269650166,-0.5195753390355443,0.3380653347148157,0.46576406362605655,0.5952464371383512,0.7390470707721342
2021-09-09 00:00:00-04:00,2.6954177897574123,-0.13489208633093525,0.598130841121496,-3.0822459638006943,0.2961572432983247,0.39160253726335603,0.8307685788398352,-0.9184116073985135
2021-09-10 00:00:00-04:00,-1.227830832196453,0.8032128514056224,0.6038086391082329,-3.143351940360125,0.3416277916703249,0.4007579861837267,0.8315398285192437,-0.9037074872381818
2021-09-13 00:00:00-04:00,-1.9953596287703015,-0.5834829443447037,0.5175122447093536,-3.4737918304050304,0.2514176292815713,0.3091390339212002,0.7501790320362357,-0.6547304468125386
2021-09-14 00:00:00-04:00,-3.2088122605363987,-0.36036036036036034,0.5399940255980296,-6.4569446962978185,0.1920898159313845,0.19753991192160014,0.9196072816693813,-0.8137638506557283
2021-09-15 00:00:00-04:00,-1.2609117361784674,-0.09017132551848513,0.6234015345268292,-14.115994220022563,0.16478697093058467,-0.008814868231553225,1.3149424165329187,-0.9404074937902679
2021-09-16 00:00:00-04:00,0.7699711260827719,-0.36199095022624433,0.6623718355866111,-31.788122651248074,0.1140739588133796,-0.3979950760128587,1.7968822921803609,-0.8191208516774776
2021-09-17 00:00:00-04:00,-1.0700389105058365,-0.591715976331361,0.525757609946515,-53.03408093714146,0.046558559896544296,-0.6250214044020502,1.7282079767662148,-0.6725788770135797
2021-09-20 00:00:00-04:00,-3.3165829145728645,-4.51735615786971,0.12170111108607436,-23.00221722832443,-0.3685130041132807,-0.2833688855074602,0.5414778686408749,7.271367649583498
2021-09-21 00:00:00-04:00,1.824457593688363,0.6616257088846882,-0.09700415087527557,9.882548383020612,-0.2773720023602349,0.09679427277251229,-0.29863368430619847,-0.9209094677302228
2021-09-22 00:00:00-04:00,0.879765395894428,2.2632794457274827,-0.01353729524840988,0.7815772999599306,-0.036238199712316004,0.002024789807734999,-0.029733363358110425,0.6069410560224937
2021-09-23 00:00:00-04:00,2.9411764705882355,2.6954177897574123,0.038340963936931156,0.04454368642952363,0.23407833818246265,0.038462371804854,0.03821460972639109,1.3548172944482948
2021-09-24 00:00:00-04:00,-0.9095260890378172,-1.227830832196453,-0.0067665102850958895,0.13172847140404026,0.09361072332606121,-0.004052018184830793,-0.00959175144975725,-0.1688363115951535
2021-09-27 00:00:00-04:00,-0.8691453404152583,-1.9953596287703015,-0.2056729573963184,3.2540555042033494,-0.10767789280078137,-0.13548674543663242,-0.278827277804348,0.7734586147420773
2021-09-28 00:00:00-04:00,-0.0,-3.2088122605363987,-0.4153238618310559,10.864924101363192,-0.39202464177441176,-0.1581858706216205,-0.6847449885792598,2.7058436835098343
2021-09-29 00:00:00-04:00,0.6238003838771594,-1.2609117361784674,-0.3941762172754035,13.826481776809722,-0.47107252320200843,-0.017930701200642368,-0.7914432559918796,-0.4002813769779643
2021-09-30 00:00:00-04:00,3.0697674418604652,0.7699711260827719,-0.38195873930744617,6.432513793619292,-0.3568851715741422,-0.18890485061104662,-0.586608050901626,-0.8675260739688199
2021-10-01 00:00:00-04:00,1.2861736334405147,-1.0700389105058365,-0.41800643086815586,7.269365180072879,-0.4220811626976733,-0.182721681857676,-0.6686328540026414,-0.5546827891137527
2021-10-04 00:00:00-04:00,1.0449795547478418,-3.3165829145728645,-0.6309658631289345,11.11227982872634,-0.6799414520391754,-0.2256987391046539,-1.0662788623524453,2.3370738905093056
2021-10-05 00:00:00-04:00,0.811176205497972,1.824457593688363,-0.5507785266093467,2.2039715999051874,-0.447060422379763,-0.4531273045598358,-0.6558811697082334,-0.06874613549754696
2021-10-06 00:00:00-04:00,-0.27112516945323095,0.879765395894428,-0.4200700116686108,1.6262715600726552,-0.32459266860576363,-0.3460762916891706,-0.49983196056248996,-0.8079798376885963
2021-10-07 00:00:00-04:00,1.4253897550111359,2.9411764705882355,-0.27144662329760766,-2.5922707638660443,-0.01398011277608883,-0.35353411715391664,-0.1831102162708959,1.5595398259522264
2021-10-08 00:00:00-04:00,1.3620386643233742,-0.9095260890378172,-0.35695833920436104,-4.46600055482488,-0.09847232792298813,-0.4967729360694999,-0.2069342813148733,-0.6619206921773125
2021-10-11 00:00:00-04:00,1.2581344902386116,-0.8691453404152583,-0.37006482027107507,-3.7774030782319135,-0.17067965015890524,-0.482321973560175,-0.24988912127724086,-0.7010890312246687
2021-10-12 00:00:00-04:00,6.224572823433686,-0.0,-0.35244583215063136,-4.48541048949381,-0.15466328329931503,-0.48339390421031436,-0.2126385019726424,-1.0016559598070751
2021-10-13 00:00:00-04:00,-0.1221498371335505,0.6238003838771594,-0.31797256893358933,-6.574016480360824,-0.08109505860514159,-0.5049000303850453,-0.1191645385603081,-0.9165504079558909
2021-10-14 00:00:00-04:00,0.8080808080808081,3.0697674418604652,-0.14257877477306752,-6.093215537380227,0.2254131171638291,-0.31068986530542186,0.03559973716164961,1.9458613750539977
2021-10-15 00:00:00-04:00,2.4438312968072524,1.2861736334405147,-0.047548856450009815,-2.432061919658004,0.32504769686572255,-0.11338871321614592,0.022139386828701074,-0.5717611379108883
2021-10-18 00:00:00-04:00,0.8593749999999999,1.0449795547478418,0.23244781783682655,6.108869758367106,0.40071451614323556,0.404562144117042,0.049624053267348214,-0.7408897262200961
2021-10-19 00:00:00-04:00,2.4390243902439024,0.811176205497972,0.243711993942679,6.853231710618754,0.4414455022081167,0.4506045130038887,0.023002061236673248,-0.8673283644258512
2021-10-20 00:00:00-04:00,0.9441087613293051,-0.27112516945323095,0.1134456760653301,3.8147348292660017,0.37118855089490266,0.2336177556992273,-0.015071713158203633,-0.917456875358025
2021-10-21 00:00:00-04:00,9.805924412665986,1.4253897550111359,0.044885424049133836,2.289512323517562,0.476129998687258,0.11938173493627692,-0.034907326579298216,-0.42164056566233177
2021-10-22 00:00:00-04:00,2.522402920677066,1.3620386643233742,0.18157379677882943,8.052827665372545,0.5650311832287858,0.4643707406449041,-0.12311688746648479,-0.48048398704043105
2021-10-25 00:00:00-04:00,1.37524557956778,1.2581344902386116,0.3524684540733738,11.187293242969895,0.6350232110700964,0.7873237297823079,-0.12033904301616317,-0.5724667501999661
2021-10-26 00:00:00-04:00,1.1970236169524426,6.224572823433686,0.8619283900575336,22.586071664470904,1.229541799327832,1.9660650706110092,-0.3671443363662234,12.836904044662296
2021-10-27 00:00:00-04:00,-4.3199460006749915,-0.1221498371335505,0.9094896239698953,13.052436602625358,1.091737712931518,1.6078942662254978,0.1203046365880671,-0.9184353045408218
2021-10-28 00:00:00-04:00,1.8549188473004308,0.8080808080808081,0.9080927764307735,10.212875430303193,1.0577733953449513,1.4952203705935019,0.23616900802521573,-0.925926112676351
2021-10-29 00:00:00-04:00,-0.06629101756711965,2.4438312968072524,1.0882599153826886,9.84341102248647,1.2048888471183536,1.69066301818615,0.3897315353894937,0.7289369482971257
2021-11-01 00:00:00-04:00,-0.8692744901370779,0.8593749999999999,1.2732024391878316,5.267933163736678,1.1724521990305778,1.558823905806173,0.9399221946411814,-0.9151203645870518
2021-11-02 00:00:00-04:00,0.4327563249001332,2.4390243902439024,1.313788162680473,6.887001214223709,1.3080678770261052,1.7343215908693321,0.8185113276184505,0.780685979245333
2021-11-03 00:00:00-04:00,-1.9687712152070602,0.9441087613293051,1.309635173058942,5.415372107186179,1.2652099156111503,1.6318310845876867,0.927456681305045,-0.8877069125994854
