Date,SMA_20,STD 20 Day,EMA_20,Bollinger Upper,Bollinger Lower,Volatility,Percent Change
2023-07-27 00:00:00-04:00,44.241499999999995,1.9623114056208222,44.33191322562909,46.20381140562082,42.27918859437917,1.0089376028074524,2.0945800043187215
2023-07-28 00:00:00-04:00,44.527,1.876309647881928,44.556492918426315,46.403309647881926,42.650690352118076,0.9991021928111323,0.7924609124009423
2023-07-31 00:00:00-04:00,44.760000000000005,1.8468636287381486,44.76539835476667,46.606863628738154,42.91313637126186,0.9894100838446162,0.14973262032085563
2023-08-01 00:00:00-04:00,44.9585,1.8005475044517447,44.92488422574127,46.75904750445174,43.15795249554826,0.9824307455900498,-0.6675279931093885
2023-08-02 00:00:00-04:00,45.057,1.7106142325578564,44.881561918527815,46.76761423255786,43.34638576744214,1.0200551889647518,-4.452439847087924
2023-08-03 00:00:00-04:00,45.187,1.544828724963256,44.840460783429926,46.73182872496325,43.642171275036745,1.0102608690921913,-0.04499437570303712
2023-08-04 00:00:00-04:00,45.3005,1.423370628953094,44.84327404215088,46.723870628953094,43.877129371046905,1.0008825538702735,0.9583240472476042
2023-08-07 00:00:00-04:00,45.4485,1.2213852144606776,44.87153365718413,46.66988521446068,44.22711478553933,0.991016626466849,0.5981391227292867
2023-08-08 00:00:00-04:00,45.560500000000005,1.009525552971863,44.847578070785644,46.57002555297187,44.55097444702814,0.9859666989556465,-1.1653966831017482
2023-08-09 00:00:00-04:00,45.5335,1.0725094773218804,44.6687611116632,46.60600947732188,44.46099052267812,1.0085553017410045,-3.839888294158715
2023-08-10 00:00:00-04:00,45.3865,1.2608446417081745,44.46887910102861,46.64734464170817,44.12565535829182,1.0012236211829697,-0.9396288466055909
2023-08-11 00:00:00-04:00,45.135,1.5620280339818782,44.151842996168746,46.69702803398187,43.57297196601812,1.0145854622992632,-3.4759358288770055
2023-08-14 00:00:00-04:00,44.9625,1.645113577905327,44.00309604415268,46.607613577905326,43.31738642209467,1.0225333135324908,3.4045550598732093
2023-08-15 00:00:00-04:00,44.8255,1.578365160203849,44.02851546851909,46.40386516020385,43.247134839796146,1.0359158190140725,3.79489496272871
2023-08-16 00:00:00-04:00,44.657500000000006,1.4909618054333682,44.00865685246965,46.14846180543337,43.16653819456664,1.028955491394118,-1.0269283432222729
2023-08-17 00:00:00-04:00,44.536500000000004,1.486427277948559,43.95449905699635,46.02292727794856,43.050072722051446,1.0213211218978049,-0.8977900552486189
2023-08-18 00:00:00-04:00,44.4405,1.5344962314090314,43.84549914680622,45.97499623140903,42.90600376859097,1.016456995590575,-1.4482597523943004
2023-08-21 00:00:00-04:00,44.5155,1.5762195779436068,44.05545160901515,46.09171957794361,42.9392804220564,1.0978819418240229,7.0358306188925095
2023-08-22 00:00:00-04:00,44.5555,1.6138234267197757,44.274932408156566,46.16932342671978,42.941676573280226,1.0871401911510452,0.6686798964624677
2023-08-23 00:00:00-04:00,44.6115,1.6615695655164744,44.48398646452261,46.27306956551647,42.94993043448353,1.0763559155248699,0.23671185711211534
2023-08-24 00:00:00-04:00,44.704,1.8062942582443158,44.83408299171093,46.510294258244315,42.897705741755686,1.0867111975706079,3.509136212624585
2023-08-25 00:00:00-04:00,44.682,1.7833664204171975,44.968932230595605,46.4653664204172,42.89863357958281,1.1157030842965452,-4.129729729729729
2023-08-28 00:00:00-04:00,44.6545,1.7537943076889544,45.086176780062694,46.408294307688955,42.90070569231104,1.1049837726547531,-0.10822510822510822
2023-08-29 00:00:00-04:00,44.735,1.8729641579165535,45.36844565815196,46.607964157916555,42.86203584208344,1.119481378011663,3.850156087408949
2023-08-30 00:00:00-04:00,44.97,2.1169292557102954,45.73049845261368,47.086929255710295,42.8530707442897,1.1160129540719625,2.277811673784828
2023-08-31 00:00:00-04:00,45.213499999999996,2.3239333150134684,46.07235574284095,47.537433315013466,42.88956668498653,1.104935474857937,0.3041362530413625
2023-09-01 00:00:00-04:00,45.409,2.454321430499358,46.330226624475145,47.863321430499354,42.95467856950064,1.098764316477481,-1.086510865108651
2023-09-05 00:00:00-04:00,45.571,2.541029422559617,46.52544313642989,48.112029422559615,43.02997057744038,1.0909627272544182,-0.8267879288962381
2023-09-06 00:00:00-04:00,45.7085,2.561184501872021,46.60587712343657,48.26968450187202,43.14731549812798,1.0930606583980187,-2.1532615579480687
2023-09-07 00:00:00-04:00,45.854,2.478754780763061,46.53674596882357,48.33275478076306,43.37524521923694,1.1061206877830283,-3.225806451612903
2023-09-08 00:00:00-04:00,46.015,2.355746613127349,46.465627305126084,48.37074661312735,43.65925338687265,1.095555934895147,-0.21838829438742086
2023-09-11 00:00:00-04:00,46.2175,2.0715640544228275,46.34413899035217,48.28906405442283,44.14593594557717,1.0893007330740632,-1.3277273733126798
2023-09-12 00:00:00-04:00,46.338,1.913515915244115,46.216125753175774,48.25151591524411,44.42448408475589,1.0792446100286939,-0.4222222222222223
2023-09-13 00:00:00-04:00,46.3885,1.8688732180811354,46.126970919539986,48.257373218081135,44.519626781918866,1.0688103420658714,0.618374558303887
2023-09-14 00:00:00-04:00,46.47449999999999,1.782013866682974,46.071068927202845,48.256513866682965,44.69248613331702,1.0584083264880753,0.5709266578831796
2023-09-15 00:00:00-04:00,46.523,1.706686848838347,45.91287188651686,48.22968684883835,44.81631315116166,1.0620375682936087,-2.5444719657734742
2023-09-18 00:00:00-04:00,46.551,1.646082750365363,45.670693611610496,48.19708275036537,44.904917249634636,1.0628954403308242,-2.374913534701407
2023-09-19 00:00:00-04:00,46.422,1.7828262600943445,45.461103743838066,48.20482626009434,44.63917373990565,1.0523286091814403,0.2070393374741201
2023-09-20 00:00:00-04:00,46.242,1.9621325670107277,45.20385576823444,48.204132567010724,44.27986743298927,1.0474023362652118,-1.6604303086997194
2023-09-21 00:00:00-04:00,45.985499999999995,2.2455932869787723,44.83586950459306,48.23109328697877,43.73990671302122,1.0570328932562498,-3.434929850024189
2023-09-22 00:00:00-04:00,45.659,2.383285878560355,44.530548599393725,48.04228587856036,43.27571412143964,1.0472256928098664,0.6966130194571222
2023-09-25 00:00:00-04:00,45.444,2.517349065145183,44.28478206611813,47.961349065145185,42.92665093485482,1.0377138371694756,0.7866507747318235
2023-09-26 00:00:00-04:00,45.239000000000004,2.61749357813478,44.07670758363069,47.85649357813478,42.62150642186523,1.0275345759583734,0.3562945368171021
2023-09-27 00:00:00-04:00,44.951499999999996,2.6082566773104854,43.907497337570625,47.55975667731048,42.34324332268951,1.0175612855245313,0.44917257683215134
2023-09-28 00:00:00-04:00,44.636,2.4478226629949322,43.80773568637342,47.08382266299493,42.18817733700507,1.010147869997105,1.306579561362576
2023-09-29 00:00:00-04:00,44.351,2.192244463893483,43.789856097195,46.54324446389348,42.15875553610652,1.0052751269106346,1.7652453003209538
2023-10-02 00:00:00-04:00,44.141,1.931282366446016,43.865107897462146,46.07228236644601,42.209717633553986,1.003278335894362,2.1534320323014806
2023-10-03 00:00:00-04:00,43.919,1.6535890789743481,43.872240478656224,45.572589078974346,42.26541092102565,0.9983207321713552,-1.456531634046427
2023-10-04 00:00:00-04:00,43.7405,1.4404000723476231,43.86536043306992,45.18090007234762,42.300099927652376,0.9887849684169162,-0.31963470319634707
2023-10-05 00:00:00-04:00,43.6695,1.3622677493982682,43.92199277277754,45.03176774939827,42.30723225060173,0.9827093256189828,1.5069725596041386
2023-10-06 00:00:00-04:00,43.638,1.3171923889362849,44.03989822298921,44.95519238893628,42.320807611063714,0.9769403412393118,1.550044286979628
2023-10-09 00:00:00-04:00,43.631,1.3088560694454947,44.136098392228334,44.9398560694455,42.3221439305545,0.9675891066356276,-0.24417314095449505
2023-10-10 00:00:00-04:00,43.665499999999994,1.3551169108616623,44.28408902153992,45.020616910861655,42.310383089138334,0.9610825671326909,1.3788575180564675
2023-10-11 00:00:00-04:00,43.7285,1.4594024552239784,44.498937686155166,45.18790245522398,42.26909754477602,0.9576365960445422,1.8478727975934681
2023-10-12 00:00:00-04:00,43.798,1.5784522732554669,44.73046743033086,45.37645227325547,42.21954772674454,0.9489560606579761,0.8310249307479225
2023-10-13 00:00:00-04:00,43.87349999999999,1.6440171435903674,44.843756246489825,45.51751714359036,42.229482856409625,0.9524925816206068,-2.1994773519163764
2023-10-16 00:00:00-04:00,43.9905,1.6889500787231768,44.92625565158603,45.67945007872317,42.30154992127682,0.9439312813282592,-0.4594180704441041
2023-10-17 00:00:00-04:00,44.002,1.6859999375657329,44.80946939905403,45.687999937565735,42.31600006243427,0.9797531671754458,-4.622425629290618
2023-10-18 00:00:00-04:00,43.98350000000001,1.702296513845518,44.57904374200127,45.685796513845524,42.28120348615449,0.9882376511830337,-3.0903514979948103
2023-10-19 00:00:00-04:00,44.036500000000004,1.6306546150801469,44.37151576657258,45.66715461508015,42.40584538491986,0.9784042736944328,0.02358490566037736
2023-10-20 00:00:00-04:00,44.036,1.6314326929349305,44.10946664594662,45.66743269293493,42.40456730706507,0.9750075292693899,-1.8740989908697743
2023-10-23 00:00:00-04:00,44.0565,1.6062223579429675,43.94285077490408,45.66272235794297,42.45027764205703,0.9708953008393627,1.7469310670443814
2023-10-24 00:00:00-04:00,44.11749999999999,1.5501982046442255,43.883531653484646,45.66769820464422,42.56730179535577,0.9703613186918292,2.21606648199446
2023-10-25 00:00:00-04:00,44.1175,1.5501982046442255,43.732719115057535,45.667698204644225,42.567301795355775,0.9719014644905235,-2.411347517730497
2023-10-26 00:00:00-04:00,44.013999999999996,1.700400572000942,43.452460151718725,45.71440057200094,42.31359942799905,0.9854787335078677,-3.7018877175778377
2023-10-27 00:00:00-04:00,43.860499999999995,1.8681357862284673,43.17603537536456,45.72863578622846,41.99236421377153,0.9762023576142176,-0.6165228113440198
2023-10-30 00:00:00-04:00,43.687,1.956826378011651,42.97927010152032,45.643826378011646,41.73017362198835,0.969952679092949,1.3621989783507664
2023-10-31 00:00:00-04:00,43.503499999999995,2.0987797833373,42.721244377566,45.602279783337295,41.404720216662696,0.9672519613409184,-2.08592003973181
2023-11-01 00:00:00-04:00,43.405,2.130126015545386,42.636363960654954,45.53512601554539,41.274873984454615,0.9831570242620069,3.729380827157543
2023-11-02 00:00:00-04:00,43.352,2.11563254196696,42.70909120249734,45.46763254196696,41.23636745803304,0.9978351288848912,3.6175115207373274
2023-11-03 00:00:00-04:00,43.326499999999996,2.0956729229529127,42.893939659402356,45.42217292295291,41.23082707704708,1.0024994471363442,2.799552071668533
2023-11-06 00:00:00-05:00,43.349,2.1174535351884853,43.14213588231642,45.466453535188485,41.23154646481151,0.9987169325814897,1.8681318681318682
2023-11-07 00:00:00-05:00,43.352,2.1209843792070013,43.390503893524375,45.472984379207,41.231015620792995,0.9890910544697099,0.546448087431694
2023-11-08 00:00:00-05:00,43.347,2.1131769547539716,43.6809320941411,45.460176954753976,41.23382304524603,0.9830141051159784,1.4857881136950903
2023-11-09 00:00:00-05:00,43.3645,2.145611126290401,44.023700466127664,45.5101111262904,41.2188888737096,0.9789076442129365,1.7766497461928932
2023-11-10 00:00:00-05:00,43.4685,2.3193721360017143,44.40239565982979,45.78787213600171,41.14912786399829,0.9730077310948481,1.5
2023-11-13 00:00:00-05:00,43.612,2.543324802818069,44.800262739846005,46.15532480281807,41.06867519718193,0.9655199007930149,1.1939069575957184
2023-11-14 00:00:00-05:00,43.900999999999996,2.862247736528257,45.245952002717814,46.76324773652826,41.038752263471736,0.9620585933161855,1.8189167340339534
2023-11-15 00:00:00-05:00,44.23049999999999,3.052164848620705,45.60157562150659,47.2826648486207,41.17833515137929,0.9565611807445534,-1.000408329930584
2023-11-16 00:00:00-05:00,44.564499999999995,3.2030766048972423,45.93285413374406,47.767576604897236,41.361423395102754,0.947050737751824,0.20374898125509375
2023-11-17 00:00:00-05:00,44.949,3.291353744841495,46.25448707338748,48.24035374484149,41.657646255158504,0.9377381666579836,0.466436828229568
2023-11-20 00:00:00-05:00,45.3315,3.416768671990049,46.6121549711601,48.74826867199005,41.91473132800995,0.9318437849942518,1.3997200559888023
2023-11-21 00:00:00-05:00,45.658500000000004,3.5253551892716013,46.92147354533533,49.183855189271604,42.1331448107284,0.9234664036706002,-0.3008423586040915
